Color,Value,Variable,,,
#fe4800,220.298,SO2,,,
#fe4500,220.756,SO2,,,
#fe4200,221.214,SO2,,,
#fe4400,221.672,SO2,,,
#fe4300,222.13,SO2,,,
#fe3b00,222.588,SO2,,,
#fe3a00,223.046,SO2,,,
#fe3c00,223.504,SO2,,,
#fe3800,223.962,SO2,,,
#fe3600,224.42,SO2,,,
#fe3800,224.878,SO2,,,
#fe3600,225.336,SO2,,,
#fe3300,225.794,SO2,,,
#fe3000,226.252,SO2,,,
#fe2f00,226.71,SO2,,,
#fe3000,227.168,SO2,,,
#fe2b00,227.626,SO2,,,
#fe2700,228.084,SO2,,,
#fe2800,228.542,SO2,,,
#fe2700,229,SO2,,,
#fe2400,229.458,SO2,,,
#fe2100,229.916,SO2,,,
#fe2000,230.374,SO2,,,
#fe2100,230.832,SO2,,,
#fe1e00,231.29,SO2,,,
#fe1b00,231.748,SO2,,,
#fe1d00,232.206,SO2,,,
#fe1b00,232.664,SO2,,,
#fe1300,233.122,SO2,,,
#fe1000,233.58,SO2,,,
#fe0e00,234.038,SO2,,,
#fe0f00,234.496,SO2,,,
#fe0e00,234.954,SO2,,,
#fe0c00,235.412,SO2,,,
#fe0500,235.87,SO2,,,
#fe0300,236.328,SO2,,,
#fe0500,236.786,SO2,,,
#fe0200,237.244,SO2,,,
#fe0000,237.702,SO2,,,
#ff0000,238.16,SO2,,,
#e70000,238.618,SO2,,,
#9a0000,239.076,SO2,,,
#480000,240,SO2,,,
#ffffff,0,PM10,,,
#fbfbfe,0.382,PM10,,,
#f9f9fe,0.764,PM10,,,
#fbfbfe,1.146,PM10,,,
#f8f8fe,1.528,PM10,,,
#f1f1fe,1.91,PM10,,,
#f2f2fe,2.292,PM10,,,
#efeffe,2.674,PM10,,,
#f0f0fe,3.056,PM10,,,
#ededfe,3.438,PM10,,,
#eaeafe,3.82,PM10,,,
#ececfe,4.202,PM10,,,
#e9e9fe,4.584,PM10,,,
#e2e2fe,4.966,PM10,,,
#dfdffe,5.348,PM10,,,
#dedefe,5.73,PM10,,,
#dfdffe,6.112,PM10,,,
#dcdcfe,6.494,PM10,,,
#d9d9fe,6.876,PM10,,,
#dadafe,7.258,PM10,,,
#d6d6fe,7.64,PM10,,,
#d7d7fe,8.022,PM10,,,
#d1d1fe,8.404,PM10,,,
#cecefe,8.786,PM10,,,
#d0d0fe,9.168,PM10,,,
#cecefe,9.55,PM10,,,
#cbcbfe,9.932,PM10,,,
#c7c7fe,10.314,PM10,,,
#c8c8fe,10.696,PM10,,,
#c2c2fe,11.078,PM10,,,
#bebefe,11.46,PM10,,,
#bfbffe,11.842,PM10,,,
#bebefe,12.224,PM10,,,
#bbbbfe,12.606,PM10,,,
#b8b8fe,12.988,PM10,,,
#b7b7fe,13.37,PM10,,,
#b8b8fe,13.752,PM10,,,
#b5b5fe,14.134,PM10,,,
#b2b2fe,14.516,PM10,,,
#b4b4fe,14.898,PM10,,,
#b2b2fe,15.28,PM10,,,
#ababfe,15.662,PM10,,,
#a8a8fe,16.044,PM10,,,
#a6a6fe,16.426,PM10,,,
#a8a8fe,16.808,PM10,,,
#a6a6fe,17.19,PM10,,,
#a2a2fe,17.572,PM10,,,
#a3a3fe,17.954,PM10,,,
#9f9ffe,18.336,PM10,,,
#a0a0fe,18.718,PM10,,,
#9a9afe,19.1,PM10,,,
#9696fe,19.482,PM10,,,
#9797fe,19.864,PM10,,,
#9696fe,20.246,PM10,,,
#9494fe,20.628,PM10,,,
#9191fe,21.01,PM10,,,
#9090fe,21.392,PM10,,,
#9191fe,21.774,PM10,,,
#8c8cfe,22.156,PM10,,,
#8787fe,22.538,PM10,,,
#8888fe,22.92,PM10,,,
#8787fe,23.302,PM10,,,
#8484fe,23.684,PM10,,,
#8181fe,24.066,PM10,,,
#8080fe,24.448,PM10,,,
#8181fe,24.83,PM10,,,
#7e7efe,25.212,PM10,,,
#7b7bfe,25.594,PM10,,,
#7d7dfe,25.976,PM10,,,
#7b7bfe,26.358,PM10,,,
#7474fe,26.74,PM10,,,
#7575fe,27.122,PM10,,,
#7171fe,27.504,PM10,,,
#6f6ffe,27.886,PM10,,,
#7171fe,28.268,PM10,,,
#6f6ffe,28.65,PM10,,,
#6c6cfe,29.032,PM10,,,
#6565fe,29.414,PM10,,,
#6363fe,29.796,PM10,,,
#6565fe,30.178,PM10,,,
#6262fe,30.56,PM10,,,
#5f5ffe,30.942,PM10,,,
#6060fe,31.324,PM10,,,
#5f5ffe,31.706,PM10,,,
#5c5cfe,32.088,PM10,,,
#5a5afe,32.47,PM10,,,
#5959fe,32.852,PM10,,,
#5a5afe,33.234,PM10,,,
#5555fe,33.616,PM10,,,
#5050fe,33.998,PM10,,,
#5151fe,34.38,PM10,,,
#4d4dfe,34.762,PM10,,,
#4e4efe,35.144,PM10,,,
#4949fe,35.526,PM10,,,
#4747fe,35.908,PM10,,,
#4949fe,36.29,PM10,,,
#4545fe,36.672,PM10,,,
#3f3ffe,37.054,PM10,,,
#4040fe,37.436,PM10,,,
#3d3dfe,37.818,PM10,,,
#3e3efe,38.2,PM10,,,
#3b3bfe,38.582,PM10,,,
#3838fe,38.964,PM10,,,
#3a3afe,39.346,PM10,,,
#3838fe,39.728,PM10,,,
#3535fe,40.11,PM10,,,
#2e2efe,40.492,PM10,,,
#2c2cfe,40.874,PM10,,,
#2e2efe,41.256,PM10,,,
#2b2bfe,41.638,PM10,,,
#2828fe,42.02,PM10,,,
#2929fe,42.402,PM10,,,
#2828fe,42.784,PM10,,,
#2525fe,43.166,PM10,,,
#2222fe,43.548,PM10,,,
#2121fe,43.93,PM10,,,
#2222fe,44.312,PM10,,,
#1e1efe,44.694,PM10,,,
#1818fe,45.076,PM10,,,
#1919fe,45.458,PM10,,,
#1515fe,45.84,PM10,,,
#1616fe,46.222,PM10,,,
#1212fe,46.604,PM10,,,
#1010fe,46.986,PM10,,,
#1212fe,47.368,PM10,,,
#0f0ffe,47.75,PM10,,,
#0808fe,48.132,PM10,,,
#0909fe,48.514,PM10,,,
#0505fe,48.896,PM10,,,
#0606fe,49.278,PM10,,,
#0303fe,49.66,PM10,,,
#0101fe,50.042,PM10,,,
#0202fe,50.424,PM10,,,
#0002fc,50.806,PM10,,,
#0006f6,51.188,PM10,,,
#0008f3,51.57,PM10,,,
#0006f5,51.952,PM10,,,
#0008f2,52.334,PM10,,,
#000bef,52.716,PM10,,,
#000af0,53.098,PM10,,,
#010ced,53.48,PM10,,,
#010bee,53.862,PM10,,,
#0110e7,54.244,PM10,,,
#0113e4,54.626,PM10,,,
#0112e5,55.008,PM10,,,
#0113e4,55.39,PM10,,,
#0115e2,55.772,PM10,,,
#0118de,56.154,PM10,,,
#011adc,56.536,PM10,,,
#011bdb,56.918,PM10,,,
#011adc,57.3,PM10,,,
#011cd9,57.682,PM10,,,
#0120d2,58.064,PM10,,,
#0120d3,58.446,PM10,,,
#0223d0,58.828,PM10,,,
#0223cf,59.21,PM10,,,
#0222d0,59.592,PM10,,,
#0224cd,59.974,PM10,,,
#0227ca,60.356,PM10,,,
#0226cc,60.738,PM10,,,
#0227ca,61.12,PM10,,,
#022bc4,61.502,PM10,,,
#022dc1,61.884,PM10,,,
#022ebf,62.266,PM10,,,
#022ec0,62.648,PM10,,,
#022fbf,63.03,PM10,,,
#0231bd,63.412,PM10,,,
#0233b9,63.794,PM10,,,
#0232ba,64.176,PM10,,,
#0337b4,64.558,PM10,,,
#033ab0,64.94,PM10,,,
#0339b1,65.322,PM10,,,
#033ab0,65.704,PM10,,,
#033bae,66.086,PM10,,,
#033eaa,66.468,PM10,,,
#033dab,66.85,PM10,,,
#0340a8,67.232,PM10,,,
#0342a6,67.614,PM10,,,
#0340a8,67.996,PM10,,,
#0342a5,68.378,PM10,,,
#03479f,68.76,PM10,,,
#03499c,69.142,PM10,,,
#034a9b,69.524,PM10,,,
#03499c,69.906,PM10,,,
#034b99,70.288,PM10,,,
#044e96,70.67,PM10,,,
#044d98,71.052,PM10,,,
#044e96,71.434,PM10,,,
#045290,71.816,PM10,,,
#04548e,72.198,PM10,,,
#04558d,72.58,PM10,,,
#04558e,72.962,PM10,,,
#04568c,73.344,PM10,,,
#045888,73.726,PM10,,,
#045889,74.108,PM10,,,
#045a85,74.49,PM10,,,
#045986,74.872,PM10,,,
#045e81,75.254,PM10,,,
#04617d,75.636,PM10,,,
#04607e,76.018,PM10,,,
#04607d,76.4,PM10,,,
#04627a,76.782,PM10,,,
#046477,77.164,PM10,,,
#046576,77.546,PM10,,,
#046477,77.928,PM10,,,
#046773,78.31,PM10,,,
#056b6e,78.692,PM10,,,
#056a6f,79.074,PM10,,,
#056b6e,79.456,PM10,,,
#056e6b,79.838,PM10,,,
#057068,80.22,PM10,,,
#057166,80.602,PM10,,,
#057168,80.984,PM10,,,
#057265,81.366,PM10,,,
#057462,81.748,PM10,,,
#057463,82.13,PM10,,,
#05795c,82.512,PM10,,,
#05795d,82.894,PM10,,,
#057b59,83.276,PM10,,,
#057c57,83.658,PM10,,,
#057c58,84.04,PM10,,,
#057d57,84.422,PM10,,,
#067e55,84.804,PM10,,,
#06834e,85.186,PM10,,,
#06854c,85.568,PM10,,,
#06834e,85.95,PM10,,,
#06864b,86.332,PM10,,,
#068849,86.714,PM10,,,
#06874a,87.096,PM10,,,
#068749,87.478,PM10,,,
#068946,87.86,PM10,,,
#068b43,88.242,PM10,,,
#068c42,88.624,PM10,,,
#068b43,89.006,PM10,,,
#068e3f,89.388,PM10,,,
#06923a,89.77,PM10,,,
#06913b,90.152,PM10,,,
#079437,90.534,PM10,,,
#079634,90.916,PM10,,,
#079732,91.298,PM10,,,
#079733,91.68,PM10,,,
#079832,92.062,PM10,,,
#079a30,92.444,PM10,,,
#079f29,92.826,PM10,,,
#07a027,93.208,PM10,,,
#07a029,93.59,PM10,,,
#07a226,93.972,PM10,,,
#07a423,94.354,PM10,,,
#07a324,94.736,PM10,,,
#07a323,95.118,PM10,,,
#07a521,95.5,PM10,,,
#08aa1b,95.882,PM10,,,
#08ac19,96.264,PM10,,,
#08ab1b,96.646,PM10,,,
#08ac18,97.028,PM10,,,
#08ad15,97.41,PM10,,,
#08ad16,97.792,PM10,,,
#08ad15,98.174,PM10,,,
#08b012,98.556,PM10,,,
#09b210,98.938,PM10,,,
#09b30f,99.32,PM10,,,
#08b30f,99.702,PM10,,,
#0cb40f,100.084,PM10,,,
#12b50e,100.466,PM10,,,
#11b50e,100.848,PM10,,,
#15b60e,101.23,PM10,,,
#14b60e,101.612,PM10,,,
#18b70e,101.994,PM10,,,
#1ab70e,102.376,PM10,,,
#18b70e,102.758,PM10,,,
#1bb80e,103.14,PM10,,,
#22ba0e,103.522,PM10,,,
#21ba0e,103.904,PM10,,,
#24bb0d,104.286,PM10,,,
#25bb0d,104.668,PM10,,,
#24bb0d,105.05,PM10,,,
#27bc0d,105.432,PM10,,,
#2abd0d,105.814,PM10,,,
#29bd0d,106.196,PM10,,,
#2abd0d,106.578,PM10,,,
#2dbe0d,106.96,PM10,,,
#32c00d,107.342,PM10,,,
#35c00d,107.724,PM10,,,
#33c00d,108.106,PM10,,,
#36c00d,108.488,PM10,,,
#39c10c,108.87,PM10,,,
#38c10c,109.252,PM10,,,
#3cc30c,109.634,PM10,,,
#3bc30c,110.016,PM10,,,
#42c40b,110.398,PM10,,,
#46c50b,110.78,PM10,,,
#44c50b,111.162,PM10,,,
#46c50b,111.544,PM10,,,
#49c60b,111.926,PM10,,,
#4dc70b,112.308,PM10,,,
#4fc80b,112.69,PM10,,,
#51c80b,113.072,PM10,,,
#4fc80b,113.454,PM10,,,
#52c90b,113.836,PM10,,,
#59cb0a,114.218,PM10,,,
#58cb0a,114.6,PM10,,,
#5bcc0a,114.982,PM10,,,
#5ccc0a,115.364,PM10,,,
#5bcc0a,115.746,PM10,,,
#5ecd0a,116.128,PM10,,,
#61ce09,116.51,PM10,,,
#60ce09,116.892,PM10,,,
#61ce09,117.274,PM10,,,
#65cf09,117.656,PM10,,,
#64cf09,118.038,PM10,,,
#6ad109,118.42,PM10,,,
#6dd209,118.802,PM10,,,
#6bd209,119.184,PM10,,,
#6dd209,119.566,PM10,,,
#71d309,119.948,PM10,,,
#70d309,120.33,PM10,,,
#74d408,120.712,PM10,,,
#73d408,121.094,PM10,,,
#79d508,121.476,PM10,,,
#7dd608,121.858,PM10,,,
#7bd608,122.24,PM10,,,
#7dd608,122.622,PM10,,,
#81d708,123.004,PM10,,,
#84d908,123.386,PM10,,,
#85d908,123.768,PM10,,,
#84d908,124.15,PM10,,,
#87da07,124.532,PM10,,,
#8ada07,124.914,PM10,,,
#88da07,125.296,PM10,,,
#8ada07,125.678,PM10,,,
#90dc07,126.06,PM10,,,
#93dd06,126.442,PM10,,,
#94dd06,126.824,PM10,,,
#93dd06,127.206,PM10,,,
#96dd06,127.588,PM10,,,
#99de06,127.97,PM10,,,
#97de06,128.352,PM10,,,
#99de06,128.734,PM10,,,
#a0e106,129.116,PM10,,,
#9fe106,129.498,PM10,,,
#a3e206,129.88,PM10,,,
#a5e306,130.262,PM10,,,
#a3e306,130.644,PM10,,,
#a5e306,131.026,PM10,,,
#a8e405,131.408,PM10,,,
#ace505,131.79,PM10,,,
#abe505,132.172,PM10,,,
#b0e604,132.554,PM10,,,
#b5e704,132.936,PM10,,,
#b4e704,133.318,PM10,,,
#b5e704,133.7,PM10,,,
#b8e904,134.082,PM10,,,
#bbea04,134.464,PM10,,,
#bcea04,134.846,PM10,,,
#bbea04,135.228,PM10,,,
#c0eb04,135.61,PM10,,,
#c5ec04,135.992,PM10,,,
#c4ec04,136.374,PM10,,,
#c8ed03,136.756,PM10,,,
#cbee03,137.138,PM10,,,
#cdee03,137.52,PM10,,,
#cbee03,137.902,PM10,,,
#cdef03,138.284,PM10,,,
#d1f003,138.666,PM10,,,
#d0f003,139.048,PM10,,,
#d7f203,139.43,PM10,,,
#d9f203,139.812,PM10,,,
#d7f203,140.194,PM10,,,
#daf302,140.576,PM10,,,
#ddf402,140.958,PM10,,,
#dbf402,141.34,PM10,,,
#ddf402,141.722,PM10,,,
#e0f502,142.104,PM10,,,
#e3f602,142.486,PM10,,,
#e2f502,142.868,PM10,,,
#e7f701,143.25,PM10,,,
#ecfa01,143.632,PM10,,,
#ebf901,144.014,PM10,,,
#ecf901,144.396,PM10,,,
#f0fa01,144.778,PM10,,,
#f3fb01,145.16,PM10,,,
#f4fb01,145.542,PM10,,,
#f3fb01,145.924,PM10,,,
#f7fc01,146.306,PM10,,,
#fdfd00,146.688,PM10,,,
#fcfd00,147.07,PM10,,,
#fefc00,147.452,PM10,,,
#fefa00,147.834,PM10,,,
#fef900,148.216,PM10,,,
#fefa00,148.598,PM10,,,
#fef800,148.98,PM10,,,
#fef500,149.362,PM10,,,
#feee00,149.744,PM10,,,
#feec00,150.126,PM10,,,
#feee00,150.508,PM10,,,
#feeb00,150.89,PM10,,,
#fee800,151.272,PM10,,,
#fee900,151.654,PM10,,,
#fee800,152.036,PM10,,,
#fee500,152.418,PM10,,,
#fedf00,152.8,PM10,,,
#fedc00,153.182,PM10,,,
#fede00,153.564,PM10,,,
#fedb00,153.946,PM10,,,
#fed800,154.328,PM10,,,
#fed900,154.71,PM10,,,
#fed500,155.092,PM10,,,
#fed200,155.474,PM10,,,
#fed000,155.856,PM10,,,
#fed200,156.238,PM10,,,
#fece00,156.62,PM10,,,
#fec800,157.002,PM10,,,
#fec900,157.384,PM10,,,
#fec500,157.766,PM10,,,
#fec600,158.148,PM10,,,
#fec300,158.53,PM10,,,
#fec000,158.912,PM10,,,
#fec200,159.294,PM10,,,
#febf00,159.676,PM10,,,
#feb900,160.058,PM10,,,
#feba00,160.44,PM10,,,
#feb700,160.822,PM10,,,
#feb600,161.204,PM10,,,
#feb700,161.586,PM10,,,
#feb400,161.968,PM10,,,
#feb000,162.35,PM10,,,
#feb100,162.732,PM10,,,
#feb000,163.114,PM10,,,
#fead00,163.496,PM10,,,
#feae00,163.878,PM10,,,
#fea700,164.26,PM10,,,
#fea400,164.642,PM10,,,
#fea500,165.024,PM10,,,
#fea400,165.406,PM10,,,
#fea200,165.788,PM10,,,
#fe9e00,166.17,PM10,,,
#fe9f00,166.552,PM10,,,
#fe9b00,166.934,PM10,,,
#fe9900,167.316,PM10,,,
#fe9b00,167.698,PM10,,,
#fe9800,168.08,PM10,,,
#fe9100,168.462,PM10,,,
#fe9200,168.844,PM10,,,
#fe8e00,169.226,PM10,,,
#fe8f00,169.608,PM10,,,
#fe8c00,169.99,PM10,,,
#fe8900,170.372,PM10,,,
#fe8b00,170.754,PM10,,,
#fe8800,171.136,PM10,,,
#fe8200,171.518,PM10,,,
#fe7f00,171.9,PM10,,,
#fe7e00,172.282,PM10,,,
#fe7f00,172.664,PM10,,,
#fe7c00,173.046,PM10,,,
#fe7900,173.428,PM10,,,
#fe7a00,173.81,PM10,,,
#fe7600,174.192,PM10,,,
#fe7700,174.574,PM10,,,
#fe7100,174.956,PM10,,,
#fe6d00,175.338,PM10,,,
#fe6f00,175.72,PM10,,,
#fe6d00,176.102,PM10,,,
#fe6900,176.484,PM10,,,
#fe6a00,176.866,PM10,,,
#fe6700,177.248,PM10,,,
#fe6800,177.63,PM10,,,
#fe6200,178.012,PM10,,,
#fe5e00,178.394,PM10,,,
#fe5f00,178.776,PM10,,,
#fe5e00,179.158,PM10,,,
#fe5b00,179.54,PM10,,,
#fe5800,179.922,PM10,,,
#fe5700,180.304,PM10,,,
#fe5800,180.686,PM10,,,
#fe5500,181.068,PM10,,,
#fe5200,181.45,PM10,,,
#fe5400,181.832,PM10,,,
#fe5200,182.214,PM10,,,
#fe4b00,182.596,PM10,,,
#fe4800,182.978,PM10,,,
#fe4600,183.36,PM10,,,
#fe4800,183.742,PM10,,,
#fe4500,184.124,PM10,,,
#fe4200,184.506,PM10,,,
#fe4400,184.888,PM10,,,
#fe4300,185.27,PM10,,,
#fe3b00,185.652,PM10,,,
#fe3a00,186.034,PM10,,,
#fe3c00,186.416,PM10,,,
#fe3800,186.798,PM10,,,
#fe3600,187.18,PM10,,,
#fe3800,187.562,PM10,,,
#fe3600,187.944,PM10,,,
#fe3300,188.326,PM10,,,
#fe3000,188.708,PM10,,,
#fe2f00,189.09,PM10,,,
#fe3000,189.472,PM10,,,
#fe2b00,189.854,PM10,,,
#fe2700,190.236,PM10,,,
#fe2800,190.618,PM10,,,
#fe2700,191,PM10,,,
#fe2400,191.382,PM10,,,
#fe2100,191.764,PM10,,,
#fe2000,192.146,PM10,,,
#fe2100,192.528,PM10,,,
#fe1e00,192.91,PM10,,,
#fe1b00,193.292,PM10,,,
#fe1d00,193.674,PM10,,,
#fe1b00,194.056,PM10,,,
#fe1300,194.438,PM10,,,
#fe1000,194.82,PM10,,,
#fe0e00,195.202,PM10,,,
#fe0f00,195.584,PM10,,,
#fe0e00,195.966,PM10,,,
#fe0c00,196.348,PM10,,,
#fe0500,196.73,PM10,,,
#fe0300,197.112,PM10,,,
#fe0500,197.494,PM10,,,
#fe0200,197.876,PM10,,,
#fe0000,198.258,PM10,,,
#ff0000,198.64,PM10,,,
#e70000,199.022,PM10,,,
#9a0000,199.404,PM10,,,
#480000,200,PM10,,,
#ffffff,0,PM25,,,
#fbfbfe,0.764,PM25,,,
#f9f9fe,1.528,PM25,,,
#fbfbfe,2.292,PM25,,,
#f8f8fe,3.056,PM25,,,
#f1f1fe,3.82,PM25,,,
#f2f2fe,4.584,PM25,,,
#efeffe,5.348,PM25,,,
#f0f0fe,6.112,PM25,,,
#ededfe,6.876,PM25,,,
#eaeafe,7.64,PM25,,,
#ececfe,8.404,PM25,,,
#e9e9fe,9.168,PM25,,,
#e2e2fe,9.932,PM25,,,
#dfdffe,10.696,PM25,,,
#dedefe,11.46,PM25,,,
#dfdffe,12.224,PM25,,,
#dcdcfe,12.988,PM25,,,
#d9d9fe,13.752,PM25,,,
#dadafe,14.516,PM25,,,
#d6d6fe,15.28,PM25,,,
#d7d7fe,16.044,PM25,,,
#d1d1fe,16.808,PM25,,,
#cecefe,17.572,PM25,,,
#d0d0fe,18.336,PM25,,,
#cecefe,19.1,PM25,,,
#cbcbfe,19.864,PM25,,,
#c7c7fe,20.628,PM25,,,
#c8c8fe,21.392,PM25,,,
#c2c2fe,22.156,PM25,,,
#bebefe,22.92,PM25,,,
#bfbffe,23.684,PM25,,,
#bebefe,24.448,PM25,,,
#bbbbfe,25.212,PM25,,,
#b8b8fe,25.976,PM25,,,
#b7b7fe,26.74,PM25,,,
#b8b8fe,27.504,PM25,,,
#b5b5fe,28.268,PM25,,,
#b2b2fe,29.032,PM25,,,
#b4b4fe,29.796,PM25,,,
#b2b2fe,30.56,PM25,,,
#ababfe,31.324,PM25,,,
#a8a8fe,32.088,PM25,,,
#a6a6fe,32.852,PM25,,,
#a8a8fe,33.616,PM25,,,
#a6a6fe,34.38,PM25,,,
#a2a2fe,35.144,PM25,,,
#a3a3fe,35.908,PM25,,,
#9f9ffe,36.672,PM25,,,
#a0a0fe,37.436,PM25,,,
#9a9afe,38.2,PM25,,,
#9696fe,38.964,PM25,,,
#9797fe,39.728,PM25,,,
#9696fe,40.492,PM25,,,
#9494fe,41.256,PM25,,,
#9191fe,42.02,PM25,,,
#9090fe,42.784,PM25,,,
#9191fe,43.548,PM25,,,
#8c8cfe,44.312,PM25,,,
#8787fe,45.076,PM25,,,
#8888fe,45.84,PM25,,,
#8787fe,46.604,PM25,,,
#8484fe,47.368,PM25,,,
#8181fe,48.132,PM25,,,
#8080fe,48.896,PM25,,,
#8181fe,49.66,PM25,,,
#7e7efe,50.424,PM25,,,
#7b7bfe,51.188,PM25,,,
#7d7dfe,51.952,PM25,,,
#7b7bfe,52.716,PM25,,,
#7474fe,53.48,PM25,,,
#7575fe,54.244,PM25,,,
#7171fe,55.008,PM25,,,
#6f6ffe,55.772,PM25,,,
#7171fe,56.536,PM25,,,
#6f6ffe,57.3,PM25,,,
#6c6cfe,58.064,PM25,,,
#6565fe,58.828,PM25,,,
#6363fe,59.592,PM25,,,
#6565fe,60.356,PM25,,,
#6262fe,61.12,PM25,,,
#5f5ffe,61.884,PM25,,,
#6060fe,62.648,PM25,,,
#5f5ffe,63.412,PM25,,,
#5c5cfe,64.176,PM25,,,
#5a5afe,64.94,PM25,,,
#5959fe,65.704,PM25,,,
#5a5afe,66.468,PM25,,,
#5555fe,67.232,PM25,,,
#5050fe,67.996,PM25,,,
#5151fe,68.76,PM25,,,
#4d4dfe,69.524,PM25,,,
#4e4efe,70.288,PM25,,,
#4949fe,71.052,PM25,,,
#4747fe,71.816,PM25,,,
#4949fe,72.58,PM25,,,
#4545fe,73.344,PM25,,,
#3f3ffe,74.108,PM25,,,
#4040fe,74.872,PM25,,,
#3d3dfe,75.636,PM25,,,
#3e3efe,76.4,PM25,,,
#3b3bfe,77.164,PM25,,,
#3838fe,77.928,PM25,,,
#3a3afe,78.692,PM25,,,
#3838fe,79.456,PM25,,,
#3535fe,80.22,PM25,,,
#2e2efe,80.984,PM25,,,
#2c2cfe,81.748,PM25,,,
#2e2efe,82.512,PM25,,,
#2b2bfe,83.276,PM25,,,
#2828fe,84.04,PM25,,,
#2929fe,84.804,PM25,,,
#2828fe,85.568,PM25,,,
#2525fe,86.332,PM25,,,
#2222fe,87.096,PM25,,,
#2121fe,87.86,PM25,,,
#2222fe,88.624,PM25,,,
#1e1efe,89.388,PM25,,,
#1818fe,90.152,PM25,,,
#1919fe,90.916,PM25,,,
#1515fe,91.68,PM25,,,
#1616fe,92.444,PM25,,,
#1212fe,93.208,PM25,,,
#1010fe,93.972,PM25,,,
#1212fe,94.736,PM25,,,
#0f0ffe,95.5,PM25,,,
#0808fe,96.264,PM25,,,
#0909fe,97.028,PM25,,,
#0505fe,97.792,PM25,,,
#0606fe,98.556,PM25,,,
#0303fe,99.32,PM25,,,
#0101fe,100.084,PM25,,,
#0202fe,100.848,PM25,,,
#0002fc,101.612,PM25,,,
#0006f6,102.376,PM25,,,
#0008f3,103.14,PM25,,,
#0006f5,103.904,PM25,,,
#0008f2,104.668,PM25,,,
#000bef,105.432,PM25,,,
#000af0,106.196,PM25,,,
#010ced,106.96,PM25,,,
#010bee,107.724,PM25,,,
#0110e7,108.488,PM25,,,
#0113e4,109.252,PM25,,,
#0112e5,110.016,PM25,,,
#0113e4,110.78,PM25,,,
#0115e2,111.544,PM25,,,
#0118de,112.308,PM25,,,
#011adc,113.072,PM25,,,
#011bdb,113.836,PM25,,,
#011adc,114.6,PM25,,,
#011cd9,115.364,PM25,,,
#0120d2,116.128,PM25,,,
#0120d3,116.892,PM25,,,
#0223d0,117.656,PM25,,,
#0223cf,118.42,PM25,,,
#0222d0,119.184,PM25,,,
#0224cd,119.948,PM25,,,
#0227ca,120.712,PM25,,,
#0226cc,121.476,PM25,,,
#0227ca,122.24,PM25,,,
#022bc4,123.004,PM25,,,
#022dc1,123.768,PM25,,,
#022ebf,124.532,PM25,,,
#022ec0,125.296,PM25,,,
#022fbf,126.06,PM25,,,
#0231bd,126.824,PM25,,,
#0233b9,127.588,PM25,,,
#0232ba,128.352,PM25,,,
#0337b4,129.116,PM25,,,
#033ab0,129.88,PM25,,,
#0339b1,130.644,PM25,,,
#033ab0,131.408,PM25,,,
#033bae,132.172,PM25,,,
#033eaa,132.936,PM25,,,
#033dab,133.7,PM25,,,
#0340a8,134.464,PM25,,,
#0342a6,135.228,PM25,,,
#0340a8,135.992,PM25,,,
#0342a5,136.756,PM25,,,
#03479f,137.52,PM25,,,
#03499c,138.284,PM25,,,
#034a9b,139.048,PM25,,,
#03499c,139.812,PM25,,,
#034b99,140.576,PM25,,,
#044e96,141.34,PM25,,,
#044d98,142.104,PM25,,,
#044e96,142.868,PM25,,,
#045290,143.632,PM25,,,
#04548e,144.396,PM25,,,
#04558d,145.16,PM25,,,
#04558e,145.924,PM25,,,
#04568c,146.688,PM25,,,
#045888,147.452,PM25,,,
#045889,148.216,PM25,,,
#045a85,148.98,PM25,,,
#045986,149.744,PM25,,,
#045e81,150.508,PM25,,,
#04617d,151.272,PM25,,,
#04607e,152.036,PM25,,,
#04607d,152.8,PM25,,,
#04627a,153.564,PM25,,,
#046477,154.328,PM25,,,
#046576,155.092,PM25,,,
#046477,155.856,PM25,,,
#046773,156.62,PM25,,,
#056b6e,157.384,PM25,,,
#056a6f,158.148,PM25,,,
#056b6e,158.912,PM25,,,
#056e6b,159.676,PM25,,,
#057068,160.44,PM25,,,
#057166,161.204,PM25,,,
#057168,161.968,PM25,,,
#057265,162.732,PM25,,,
#057462,163.496,PM25,,,
#057463,164.26,PM25,,,
#05795c,165.024,PM25,,,
#05795d,165.788,PM25,,,
#057b59,166.552,PM25,,,
#057c57,167.316,PM25,,,
#057c58,168.08,PM25,,,
#057d57,168.844,PM25,,,
#067e55,169.608,PM25,,,
#06834e,170.372,PM25,,,
#06854c,171.136,PM25,,,
#06834e,171.9,PM25,,,
#06864b,172.664,PM25,,,
#068849,173.428,PM25,,,
#06874a,174.192,PM25,,,
#068749,174.956,PM25,,,
#068946,175.72,PM25,,,
#068b43,176.484,PM25,,,
#068c42,177.248,PM25,,,
#068b43,178.012,PM25,,,
#068e3f,178.776,PM25,,,
#06923a,179.54,PM25,,,
#06913b,180.304,PM25,,,
#079437,181.068,PM25,,,
#079634,181.832,PM25,,,
#079732,182.596,PM25,,,
#079733,183.36,PM25,,,
#079832,184.124,PM25,,,
#079a30,184.888,PM25,,,
#079f29,185.652,PM25,,,
#07a027,186.416,PM25,,,
#07a029,187.18,PM25,,,
#07a226,187.944,PM25,,,
#07a423,188.708,PM25,,,
#07a324,189.472,PM25,,,
#07a323,190.236,PM25,,,
#07a521,191,PM25,,,
#08aa1b,191.764,PM25,,,
